Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13
-230.29846,185.78232,-56.37326,-36.759663,-15.640801,-32.661976,-18.927988,-12.235198,-17.894197,-7.271092,-6.4117994,-4.8386197,-6.278834
-288.57132,114.36457,-0.6312977,23.229145,0.6066487,12.082226,-2.0594203,2.4537764,-3.1896782,1.7275519,0.59187365,4.584771,-1.2415433
-360.1792,95.70233,-6.0179844,24.469078,-6.7338886,2.5377092,1.444539,0.77016866,-5.913237,1.7574992,-0.4680959,3.3601341,-2.4678118
-3.50E+02,1.06E+02,-4.72E+00,2.03E+01,-6.13E+00,2.97E+00,-2.88E+00,-1.08E+00,-8.90E+00,-2.04E+00,-4.34E+00,2.39E+00,-3.08E-01
-318.04935,96.366745,-21.300102,31.285997,-8.9621935,8.403867,2.8141866,-3.4297369,-5.2323914,3.9965055,-2.104117,10.24478,2.5524511
-3.57E+02,1.04E+02,-4.29E+00,2.07E+01,-7.92E+00,8.35E+00,5.43E+00,-7.89E-02,-5.46E+00,4.08E+00,2.13E+00,9.88E+00,4.36E-01
-349.6135,104.48981,-7.4269495,15.8806305,-4.095628,8.197607,3.4363067,4.485881,-6.459151,3.6787257,-2.3192992,3.7251894,2.207791
-3.61E+02,1.03E+02,1.08E-01,1.68E+01,-5.66E+00,5.83E+00,3.37E+00,4.50E+00,-5.19E+00,3.48E+00,2.44E-01,3.19E+00,-6.92E-02
-322.71606,114.38096,-63.302956,-59.56657,-30.665136,-19.517704,-40.51,-28.38028,-17.125,-15.491681,-20.064915,-15.44497,-15.377025
-334.8727,115.38493,-48.778206,-55.228054,-31.21515,-22.196878,-39.062237,-26.75314,-17.35698,-14.668975,-16.872643,-14.525075,-13.710256
-348.15125,108.027504,-45.23733,-48.695503,-25.086483,-21.957268,-32.95912,-23.653519,-19.814543,-15.224583,-17.032728,-12.701152,-11.652126
-254.13527,137.14705,-68.6256,-63.899364,2.3515978,-22.00795,-2.8701367,7.091477,12.356173,-14.88785,-14.738173,10.691557,-5.65533
-374.51245,107.19274,-22.73928,-11.644269,-12.818401,-6.2147408,-16.989712,-16.318983,-9.506981,1.7036992,-9.07794,-7.351684,-12.781954
-377.84744,67.36137,-20.966436,-2.0672739,-3.5539982,-3.8103733,-8.654912,-5.0601845,-5.450475,1.0739245,-6.4196324,-2.7974808,-9.301849
-3.85E+02,5.62E+01,-2.17E+01,1.73E+00,-8.56E-02,-2.66E+00,-6.56E+00,-3.28E+00,-5.29E+00,-3.15E-02,-7.66E+00,-2.81E+00,-7.48E+00
-389.81284,92.19204,-26.92861,-25.490822,-1.6049515,6.3967495,-11.169327,1.0865222,-1.0040275,3.7844257,5.436474,8.316077,14.671933
-49.867085,77.80814,28.305529,24.073305,-4.27979,18.629387,-6.332277,11.369215,-1.0876029,-0.60291314,3.6842363,1.8935518,-3.3668888
-41.753426,70.43027,35.72711,32.280994,0.08466256,20.04996,-7.1138372,11.640062,-0.34694728,-2.2774663,2.786252,-1.510484,-5.49889
-49.47862,71.74798,37.049625,35.6649,2.5540054,20.526144,-6.6177816,13.336538,-0.20348407,-1.9429449,3.9142141,-2.112973,-5.215258
-72.68973,71.75887,32.94469,35.66807,4.808328,18.60832,-1.8419458,15.42246,0.5333475,3.5949066,4.2606597,1.3837217,-4.885969
-192.73796,94.576775,-23.944466,15.43789,-6.734471,2.6332867,-3.3787057,4.718958,2.1734755,3.7145302,2.8580103,3.74501,-4.297446
-331.1569,140.10661,-11.841673,11.918898,-8.325153,9.965508,-2.5975158,21.832664,1.1374104,13.483449,4.969172,-6.3573117,-4.2222137
-350.30692,156.40613,-16.239182,5.1472483,-4.887981,18.593573,-7.7632685,18.358267,4.590975,11.599393,1.0677086,-5.7040052,3.5483444
-4.08E+02,1.53E+02,-1.77E+01,1.27E+01,-5.14E+00,1.87E+01,-3.77E+00,1.68E+01,4.75E+00,1.51E+01,5.89E+00,-5.20E+00,-9.38E-02
-2.97E+02,1.57E+02,-1.90E+01,1.73E+01,-1.98E+00,1.84E+01,1.74E+00,1.69E+01,8.34E+00,1.66E+01,1.21E+00,1.55E-01,-4.75E+00
-149.44328,98.07475,-78.25398,-11.534082,-10.269911,-5.431181,-2.2211401,-10.221462,-22.618954,-7.50992,-6.5158663,-3.853017,-9.002082
-114.80927,97.08692,-76.80239,-10.622123,-12.468447,-2.0905957,-4.676461,-6.2587085,-19.384624,-7.4637036,-8.646633,-1.5964051,-9.729083
-129.54623,98.24536,-66.803986,-9.216694,-14.034724,-1.3102604,-2.6373117,-10.023452,-20.199749,-4.140479,-8.379441,-6.2524314,-10.458749
-143.05157,93.539505,-68.07191,-7.4344997,-13.963681,-0.1631798,-2.3908343,-10.789377,-19.303469,-3.5154274,-8.336723,-8.715941,-11.2295475
-123.57334,91.5433,-61.0888,-9.606591,-10.307778,-8.090618,-3.8056405,-9.207445,-17.085297,-4.706167,-8.78426,-2.7988048,-7.8866158
-156.8873,98.677704,-69.467636,-11.580267,-9.356012,-3.0793493,-5.988511,-13.906812,-18.775106,-3.9399583,-6.906984,-1.6441418,-11.576649
-396.58426,165.56174,-20.318277,-3.3523545,-4.0873733,8.561122,-1.6360798,-3.0998785,9.212291,11.204505,5.397344,8.921919,12.106284
-295.98294,159.65593,-22.66192,2.7406874,-12.178479,15.365113,0.8475517,10.438033,2.5893917,9.381297,4.5944486,11.630226,5.57935
-315.5089,156.33904,-23.190817,-4.8341246,-10.162591,19.502867,-6.3458343,6.5433884,0.6608289,2.9685516,10.694304,9.31481,6.603135
-312.36002,171.69055,-22.694475,-12.7108555,-29.285357,10.767661,-16.87051,6.936463,0.36948735,6.9227166,8.03488,7.5417113,0.75506115
-275.04343,80.22608,-9.419232,8.267764,6.454834,7.008684,4.5822196,8.217522,2.7262335,5.0482793,2.7936823,2.5948393,2.7784035
-125.97883,105.780754,-14.178543,6.6616244,-7.93995,-6.651088,8.4939575,-5.0296893,-0.82397574,4.741937,-1.9193493,5.1878886,0.52551067
-1.25E+02,1.02E+02,-1.29E+01,5.97E+00,-6.58E+00,-7.47E+00,7.39E+00,-5.98E+00,-1.22E+00,3.61E+00,-2.12E+00,5.51E+00,9.37E-02
-1.26E+02,1.05E+02,-1.13E+01,7.39E+00,-5.20E+00,-6.70E+00,8.39E+00,-4.91E+00,1.24E-01,4.15E+00,-2.10E+00,5.78E+00,4.84E-01
-129.29807,108.79962,-10.931422,9.485955,-5.793158,-4.6267753,9.466085,-2.3524227,0.5174552,4.7655916,-2.2097418,6.5434127,1.6322833
-135.09586,107.99287,-12.2849245,9.164907,-7.305228,-4.2330275,8.163642,-1.1025887,-1.6776179,4.127937,-2.7881372,7.044906,2.0114121
-140.37994,107.01926,-13.057437,8.967247,-8.868294,-4.6955714,6.6772947,-1.9363496,-3.0057263,2.8633254,-5.1041336,6.326491,0.54171324
-141.2877,107.21708,-11.681455,9.343762,-9.522051,-5.3928723,6.1850104,-2.7393951,-3.7890558,1.3733158,-7.253619,4.858682,-0.88850826
-138.7634,107.3256,-9.708351,11.869658,-8.855724,-5.134758,5.8812356,-3.8531003,-5.1781745,1.6022524,-7.2341337,3.550595,-1.3186793
-128.50037,110.868225,-25.41465,13.634171,-12.35493,-9.231056,6.7921762,-5.7818103,-5.276482,1.1472201,-2.6093888,2.2745185,2.7134507
-126.77574,111.15882,-25.473726,14.473277,-12.878189,-8.321968,6.892287,-6.3610315,-5.602129,0.31546268,-4.0613856,1.7305651,3.3156452
-71.50335,118.47071,-19.665562,23.19444,-4.938301,-6.61053,9.088829,-5.890762,0.79461116,4.33597,-0.4532207,3.788186,1.5445765
-83.22097,116.16167,-21.290085,19.952953,-7.0928664,-7.791916,7.9222383,-6.9342628,-0.69489354,4.369357,-0.3082599,3.0415082,0.29679286
-7.65E+01,1.17E+02,-2.17E+01,2.02E+01,-8.71E+00,-9.22E+00,7.86E+00,-8.24E+00,-4.05E-02,3.06E+00,-1.03E+00,3.46E+00,1.96E-01
-62.665577,119.815704,-20.17441,22.831678,-8.3257,-8.474223,9.2792,-7.881984,1.4471632,2.4944186,-1.2910328,4.5571175,1.3809916
-64.535774,121.242165,-19.509169,23.11255,-8.187236,-7.3709116,9.01264,-6.8675747,1.7800033,3.0677752,-1.0081332,4.9835067,1.9190364
-132.02623,113.28012,-25.199253,14.923413,-13.031688,-6.8867626,6.2784233,-5.9479904,-5.7355165,-0.3863917,-5.0220447,1.3574519,4.399351
-135.83623,114.71809,-25.12784,14.743353,-12.748603,-6.6710086,7.1922956,-5.217534,-5.943914,-0.30394506,-5.1606193,0.9002998,4.3521824
-138.00627,115.35763,-24.567524,14.614932,-12.93072,-6.893655,7.27184,-5.038698,-6.1338654,-0.40492976,-5.225912,1.0232866,3.9362795
-125.6774,115.12596,-24.690912,15.638795,-11.92507,-7.85406,7.432744,-5.0481515,-4.782046,0.12731493,-4.575253,1.1072593,2.925929
-95.661354,114.01379,-23.08879,19.758883,-8.24705,-8.402893,8.252474,-6.587158,-2.1309838,2.3502417,-2.00715,1.8827455,1.1953347
-71.11832,115.07135,-21.65384,23.794086,-5.3435693,-6.7796774,10.248268,-8.123677,-0.32709303,3.6859777,-0.6838215,3.310032,1.6644926
-64.60277,116.879425,-20.804,24.93686,-4.2167244,-5.506645,10.288175,-7.047234,0.6512659,3.8687074,-0.41245037,4.130604,2.3482907
-65.693054,118.59678,-19.437466,24.937601,-4.0262012,-5.905308,8.995818,-5.699694,1.6085899,4.2119856,-0.23942505,4.44712,1.8705959
-419.61615,31.695984,-64.911995,-32.461456,-33.397636,18.687248,32.844112,22.914434,-7.860443,-7.2755947,2.7330968,11.736422,-3.4928572
-444.1763,22.523972,-54.621998,-25.43621,-22.398363,29.416185,32.03845,12.7224865,-5.253743,5.3118725,3.399094,-1.5841428,-11.483707
-293.06024,82.50993,-110.56173,-58.2696,-60.926956,-2.4693525,-1.1731912,-2.2970116,-0.3256826,18.877644,27.702612,18.373446,-13.434638
-310.70422,78.04422,-102.14354,-50.21648,-53.417946,-5.5239677,-6.29107,-4.1379337,2.8714924,20.529284,28.3636,20.42183,-6.837525
-381.18597,55.297314,-71.88912,-34.727417,-31.62786,10.029676,-2.3485694,-10.533559,-0.7812101,23.233482,25.84589,11.953032,-11.364993
-429.26254,35.06317,-53.51414,-28.923128,-22.23314,25.999746,15.349074,-1.5101407,-3.6022756,13.8156805,16.07801,5.1785083,-16.991234
-3.58E+02,5.71E+01,-8.46E+01,-4.53E+01,-4.36E+01,9.37E+00,1.10E+01,4.12E+00,6.37E-02,1.16E+01,1.96E+01,1.33E+01,-1.16E+01
-295.31308,81.340096,-111.86249,-59.689407,-62.12141,-4.015856,-1.3566824,-2.7717059,1.2981833,20.173134,29.524014,19.234474,-12.5954685
-299.09448,80.00174,-110.4456,-58.587383,-61.151318,-4.8659277,-0.96938217,-1.7065136,3.1931894,19.576727,28.7976,19.507347,-11.199537
-354.4471,63.569603,-87.5873,-44.597126,-41.15211,2.2654266,-2.373354,-4.329789,3.4682045,20.33167,24.992281,15.387072,-7.184032
-424.29346,37.610104,-57.57622,-25.866262,-18.37018,20.56775,6.842682,-7.9528766,-4.8398747,13.253506,18.08431,11.725376,-6.743455
-4.06E+02,4.10E+01,-6.57E+01,-2.88E+01,-2.89E+01,1.10E+01,4.88E+00,3.78E-01,4.00E+00,1.40E+01,1.81E+01,1.27E+01,-1.08E+01
-453.32816,19.609903,-50.290924,-20.929039,-15.230672,36.22914,28.951708,-0.49739417,-7.9478245,13.207472,11.881938,-1.1705866,-20.6788
-330.47092,68.75318,-95.74638,-49.042038,-53.33709,-7.559528,-4.9130473,2.1573107,9.416375,20.906801,24.71205,15.220762,-11.497339
-2.97E+02,8.00E+01,-1.13E+02,-6.05E+01,-6.25E+01,-2.81E+00,-1.96E+00,-2.27E+00,2.57E-02,2.01E+01,2.72E+01,1.81E+01,-1.16E+01
-3.09E+02,7.52E+01,-1.05E+02,-5.77E+01,-5.89E+01,-4.07E+00,-2.36E+00,1.95E-01,5.69E+00,2.12E+01,2.62E+01,1.42E+01,-1.47E+01
-384.2193,46.761864,-76.16764,-35.465584,-38.702667,9.9265375,13.242134,6.372238,1.6209784,10.872239,15.590905,10.494285,-11.661156
-312.18616,75.603874,-104.90649,-53.44431,-58.414345,-6.779206,-6.9817185,-5.143792,1.4762076,18.734964,25.467852,17.582314,-9.8923435
-295.54578,81.13703,-112.66185,-60.55962,-64.03087,-5.367352,-3.4663594,-7.121538,-2.337317,16.528574,25.63946,16.476728,-13.639543
-314.5512,73.86125,-103.61983,-53.635845,-56.445427,-4.023814,-3.790672,-7.4934216,-3.2115104,13.8956995,23.90612,15.548966,-11.71435
-3.97E+02,4.37E+01,-7.04E+01,-3.28E+01,-2.65E+01,1.91E+01,2.27E-01,-1.79E+01,-9.63E+00,1.60E+01,2.38E+01,1.13E+01,-1.74E+01
-416.50894,36.49115,-63.0807,-30.7045,-23.189716,21.992323,8.55717,-7.071038,-5.0558023,10.990199,16.258219,5.178896,-17.80157
-332.8293,68.144455,-95.42792,-51.163956,-52.370796,-0.5807565,5.096524,5.3757386,2.0978723,10.369672,17.60087,9.984984,-11.734124
11.588835,74.68084,1.3099924,25.035704,2.2390883,3.8084612,-6.4225674,-0.09074155,-9.371153,-2.908518,-3.079864,-6.333761,-5.112638
4.628397,77.89409,2.523026,27.091187,4.0190086,3.8567064,-9.207774,-3.024074,-10.689592,-1.90139,-0.8985199,-4.0684075,-3.2502885
-5.1392198,79.04782,4.16249,28.587242,6.7408223,6.393384,-8.383813,-1.6035495,-8.267964,-0.9749953,-0.39832094,-2.192379,-2.1059055
-219.66849,174.82056,-48.310467,-35.65323,-11.693534,-9.158841,-15.914153,5.3939223,-4.9929066,-3.230574,1.9346402,4.291623,-3.2958064
-214.41655,169.70326,-50.29727,-22.135607,-22.21675,-9.687461,-13.808053,-5.6281943,-12.535386,-1.3643051,-2.051169,0.52257085,2.996661
-255.72868,178.38084,-31.18237,-27.862576,-17.72814,4.8066034,-11.1561,-3.6866932,-7.2614307,-1.9941113,-2.3746448,0.29653034,-2.123707
-205.40973,170.75305,-58.839127,-27.988823,-7.0849414,-14.013631,-12.949839,6.190528,-5.8904033,-2.987727,3.8049965,3.59804,1.1006452
-265.80508,128.75636,-71.63251,-30.663567,-45.91226,-18.260918,27.855072,21.772453,2.3248389,-12.005744,-11.312935,6.3946886,12.879182
-177.83218,160.09035,26.150349,30.622572,8.05668,22.839575,7.973252,13.279949,4.172543,9.575389,-1.4540031,9.086976,1.5990576
-177.82942,160.3925,26.714027,30.034145,7.769046,23.020473,8.513331,13.480918,3.7895613,8.957343,-1.7915775,8.938416,1.5882587
-175.90819,159.87335,25.825377,29.819635,8.119035,22.70896,8.924611,13.859943,3.9016347,8.960399,-2.0856025,8.202629,0.62196356
-177.72855,159.8251,26.00266,30.472132,8.11079,22.789656,7.9782367,13.313437,4.1604943,9.677955,-1.2629068,9.14208,1.344411
-177.39064,160.02318,26.586315,30.328453,7.9732814,22.957062,8.323037,13.432773,3.7913268,9.076494,-1.5909387,9.156543,1.6896076
-176.78526,160.60243,26.228905,29.768848,8.041966,22.837833,9.140922,13.818106,3.6363297,8.854555,-2.287474,8.087357,0.69322425
-177.37679,159.94159,25.741928,30.280542,7.9065027,22.8797,8.288097,13.26099,4.071378,9.634001,-1.3862158,8.807481,1.0612147
-177.879,160.3163,26.493198,30.67338,7.915173,23.127998,8.037439,13.623671,4.056126,9.2385845,-1.8176086,8.998099,1.5624161
-300.60022,151.3976,26.979439,27.70326,7.533189,21.588913,15.77473,16.732235,10.302384,10.133185,-1.7599286,7.976485,0.89248073
-299.92157,151.39316,26.887772,27.316072,7.3802905,21.559475,15.332998,16.678839,10.292989,10.533112,-1.7727587,7.873309,1.3255814
-300.13385,151.51352,26.961813,27.367233,7.328225,21.541416,15.381656,16.751219,10.278726,10.479369,-1.7897508,7.842903,1.2721678
-299.6942,151.0443,27.164074,27.557966,7.5104556,21.61029,15.453023,16.802977,10.155446,10.322549,-1.7427393,7.8248773,0.97819936
-300.5382,151.4054,26.900673,27.699131,7.509324,21.558924,15.686523,16.692423,10.268835,10.154878,-1.7325542,8.018387,0.9403122
-299.7705,151.39694,26.830137,27.375605,7.364355,21.58353,15.352383,16.704372,10.222344,10.477115,-1.765136,7.873057,1.290813
-300.52847,151.40015,27.25374,27.601631,7.4087605,21.72847,15.500114,16.89522,10.201489,10.448905,-1.812582,7.8753643,0.92810625
-300.64328,151.42653,27.034231,27.684334,7.551319,21.60855,15.723283,16.675795,10.257562,10.146358,-1.7059693,8.029139,0.9478657
-300.34335,151.65396,26.95098,27.363129,7.339611,21.587269,15.428793,16.776768,10.232845,10.473849,-1.7831562,7.890385,1.2421908
-300.37427,151.31879,27.190655,27.540508,7.457851,21.754673,15.539068,16.887209,10.201715,10.429081,-1.802299,7.878915,0.95004123
-300.55725,151.32028,27.096775,27.72011,7.6253557,21.557035,15.651809,16.629185,10.216297,10.149421,-1.6924791,8.031284,1.004682
-299.95856,151.44138,26.952341,27.344566,7.3733835,21.541386,15.41395,16.696949,10.198278,10.453784,-1.7286952,7.8505554,1.2441899
-300.30585,151.34016,27.208284,27.578402,7.437181,21.647133,15.440023,16.855797,10.119063,10.359872,-1.7064474,7.8845563,0.9650013
-300.39017,151.3575,27.192461,27.603321,7.4460464,21.727491,15.514504,16.870676,10.212504,10.408323,-1.8353701,7.8465095,0.9037409
-300.18167,151.32524,27.02315,27.74304,7.574694,21.45731,15.587819,16.6307,10.266646,10.15107,-1.7066666,7.9830837,0.9234443
-300.3752,151.6801,26.960804,27.37452,7.2895494,21.60621,15.424291,16.762735,10.230754,10.480195,-1.7623086,7.929852,1.2154466
-300.09933,151.12367,27.12877,27.528955,7.476136,21.766258,15.5795555,16.867384,10.144307,10.314856,-1.7560921,7.897895,0.9993409
-300.33902,151.28249,27.107897,27.611881,7.6521306,21.44801,15.589485,16.62883,10.286944,10.103766,-1.755342,7.99243,0.96998113
-300.02078,151.51526,26.887503,27.39895,7.3016653,21.549541,15.390384,16.757719,10.223829,10.486218,-1.7729132,7.842793,1.2492
-300.0753,151.16786,27.143927,27.602558,7.509355,21.708567,15.52885,16.894835,10.153462,10.344193,-1.7193221,7.865464,0.9404198
-300.62943,151.46422,27.102634,27.667805,7.611729,21.57888,15.642502,16.662617,10.286386,10.181012,-1.767992,8.036251,1.0084598
-300.31522,151.60999,26.979408,27.341368,7.280684,21.592472,15.427926,16.749493,10.2763405,10.522085,-1.7547387,7.845096,1.1908724
-300.59167,151.44135,27.026833,27.737604,7.547428,21.626179,15.778927,16.733574,10.290064,10.167273,-1.730675,7.972799,0.8882344
-300.3236,151.57211,26.978544,27.304848,7.3457003,21.573647,15.370024,16.76178,10.2517805,10.560813,-1.822744,7.880529,1.3294487
-300.3801,151.40785,27.214262,27.5646,7.4360914,21.689947,15.465905,16.853115,10.157757,10.384773,-1.7718983,7.9360914,0.95362395
-300.65506,151.50201,27.006487,27.749752,7.5052295,21.6375,15.774323,16.732038,10.272679,10.184556,-1.7258344,8.017867,0.88001144
-300.10315,151.40623,26.971704,27.375751,7.337095,21.489885,15.366081,16.755629,10.269272,10.494388,-1.7615657,7.844543,1.2946876
-300.36105,151.33711,27.220896,27.592722,7.4746766,21.68294,15.507342,16.824402,10.14914,10.359696,-1.7591504,7.8518844,0.90208566
-300.00793,151.23347,26.943726,27.727762,7.5976,21.540308,15.722545,16.678947,10.256211,10.096949,-1.6993052,7.959011,0.9444642
-363.1852,152.66258,18.850056,22.532524,4.6512227,22.081242,12.922198,14.123246,6.5481443,10.080324,-1.7894725,9.209572,1.148428
-3.60E+02,1.56E+02,1.69E+01,2.16E+01,6.22E+00,2.46E+01,1.57E+01,1.57E+01,8.31E+00,8.52E+00,-3.38E+00,9.66E+00,2.01E-01
-353.50107,153.72153,18.847061,21.265486,7.9509015,24.101782,15.977063,14.870978,9.416443,8.407157,-1.40036,9.309303,0.8510455
-3.52E+02,1.55E+02,2.53E+01,2.70E+01,1.00E+01,2.51E+01,1.52E+01,1.53E+01,1.16E+01,1.05E+01,-5.63E-01,8.33E+00,-3.48E-01
-357.328,158.28748,26.058125,28.85121,9.2113085,25.627594,15.1115055,16.421932,11.306233,11.773295,-2.3826015,7.695699,-1.2337384
-362.70605,154.37823,23.857134,26.180075,7.4123774,23.035582,14.42128,16.296137,10.247523,10.60786,-3.1812382,6.75777,-0.84536004
-3.61E+02,1.52E+02,2.12E+01,2.34E+01,6.46E+00,2.16E+01,1.35E+01,1.61E+01,1.04E+01,1.01E+01,-2.35E+00,6.63E+00,-8.60E-02
-350.5483,155.47928,17.924353,22.047815,5.9405828,23.395689,13.020708,16.370747,10.701357,10.023985,-1.2103179,8.996708,0.35109642
-323.7519,150.18462,14.556291,19.490965,3.016333,23.884806,10.172856,16.953695,11.132354,10.899896,0.4571089,8.433876,-2.046773
-335.81943,148.51917,7.518363,19.264256,1.2919815,16.432447,3.6698482,9.386249,4.059408,12.099432,0.8971466,8.446353,2.936692
-3.42E+02,1.51E+02,7.79E+00,1.76E+01,1.09E+00,1.73E+01,5.91E+00,1.10E+01,5.46E+00,1.28E+01,-1.21E-01,8.36E+00,1.84E+00
-361.55264,153.5209,14.516363,19.391365,4.5885553,20.543077,9.2710085,13.902722,8.160807,14.991888,-1.2508717,8.015493,0.6218167
-3.76E+02,1.44E+02,1.71E+01,2.23E+01,3.84E+00,1.74E+01,6.69E+00,1.31E+01,8.57E+00,1.69E+01,2.63E-02,7.65E+00,3.73E-01
-3.60E+02,1.54E+02,1.26E+01,1.80E+01,3.14E+00,2.09E+01,1.13E+01,1.48E+01,6.35E+00,1.52E+01,-4.33E-01,8.27E+00,-3.60E-01
-369.8302,155.06845,18.245436,21.591702,4.3348827,20.914473,12.962699,16.641619,8.693962,16.03048,-1.0936086,8.564144,-1.6550466
-3.62E+02,1.54E+02,1.16E+01,1.45E+01,2.35E+00,1.99E+01,1.15E+01,1.70E+01,9.21E+00,1.52E+01,-2.71E+00,6.25E+00,-4.27E-02
-3.33E+02,1.56E+02,-5.53E-01,1.23E+01,-3.17E-01,2.10E+01,9.02E+00,1.52E+01,8.95E+00,1.17E+01,-1.70E+00,5.97E+00,-9.69E-01
-3.44E+02,1.49E+02,6.39E+00,1.84E+01,6.27E-01,1.73E+01,8.13E+00,1.46E+01,6.96E+00,1.25E+01,-1.05E-01,5.78E+00,7.70E-01
-342.587,138.90604,14.028978,20.878662,1.9148158,18.352875,6.0002823,12.209535,8.915517,12.834736,1.1926156,5.989088,3.365367
-4.04E+02,1.36E+02,1.29E+01,1.84E+01,-1.97E+00,1.57E+01,9.59E+00,1.26E+01,7.73E+00,1.12E+01,-3.31E+00,4.05E+00,-1.87E-01
-390.05704,157.3829,68.41271,59.22419,21.18781,30.02359,8.718668,10.80337,3.2272942,4.3128943,1.0568949,3.7744992,0.9141766
-396.07266,161.74333,62.142967,57.54317,25.630136,32.0318,9.954269,13.854527,0.85298926,5.6602216,0.77537155,1.6647035,0.67433757
-407.56882,157.87485,61.4225,55.28386,26.634047,35.376015,10.100589,19.12417,3.2470005,7.694961,3.4924219,3.5290778,1.233167
-404.22534,156.5085,57.017826,53.66846,24.852617,34.794144,11.180824,20.800756,5.289305,8.8959675,5.199013,4.450728,0.8301709
-405.095,156.15398,56.299236,54.304432,23.827662,35.18824,11.553011,21.363045,6.787802,8.61733,5.3958983,4.1035233,1.2890491
-402.705,155.90977,55.951183,54.123894,24.1263,34.779087,11.546943,21.164757,7.4631233,8.952016,3.179269,3.3288877,1.4520183
-406.11307,155.34346,59.47006,53.991737,24.95653,35.26539,11.625642,20.698988,6.2664475,8.977603,2.828636,3.2811346,1.7810538
-410.86343,154.30869,61.41544,55.216988,26.055862,37.05595,11.276322,20.202936,5.2399406,8.567618,3.9944122,3.2148497,2.41093
-409.2864,153.02821,59.59302,56.93749,27.79774,36.433655,10.156374,19.85354,5.5027604,8.9334755,4.0275927,3.2524166,2.2376783
-410.76282,152.11423,59.69171,58.82488,28.665573,35.68474,9.238356,19.67752,6.3169947,9.6528635,4.341791,2.5460792,2.0158656
-409.8768,153.29855,59.510826,58.072357,27.866674,35.25654,8.765698,19.770857,6.835448,10.637998,5.1379704,2.0482705,1.6843996
-61.008118,68.15687,-0.59992445,24.223545,14.949124,17.197172,16.373978,13.416899,7.8225245,9.817362,5.7164073,6.364399,2.5112998
-62.94443,70.853165,-1.7856982,25.620653,16.864471,19.787052,16.445137,13.18656,9.741393,12.129877,6.277232,4.7830954,3.4939132
-65.38459,72.48844,-0.4629409,26.143253,18.758238,21.152727,15.959487,12.957037,9.591755,12.807383,6.353973,4.496925,3.512327
-67.01619,72.43113,1.5474178,26.191175,19.588585,21.015684,15.695623,13.164376,8.612846,12.98168,6.7745123,5.4267197,2.8375547
-69.60759,72.82301,2.0862145,27.105932,21.096134,20.912292,15.839979,12.827411,7.3813195,13.112643,7.006212,6.069129,2.8976846
-136.07993,105.65265,-12.001551,-2.5937529,-23.448864,-12.513646,-24.156197,-17.979898,-19.718483,-8.12811,-17.281912,-14.105869,-18.408163
-141.21884,130.03952,-13.217741,9.83294,-15.151124,5.8264685,-13.725533,-14.153747,-16.892097,-8.213558,-9.882736,-9.464414,-17.408884
-86.78954,118.76768,-26.223392,2.7017968,-26.240862,-14.630862,-31.540722,-29.987816,-21.15736,-7.4206557,-16.452753,-11.752565,-22.731646
-73.61568,112.75018,-28.320217,4.6817865,-24.991028,-12.518751,-31.60847,-31.247093,-23.667809,-7.858482,-15.109564,-11.770676,-24.449873
-62.83395,123.37879,-38.582573,1.6914089,-25.373272,-12.750782,-30.029043,-26.584751,-25.135523,-10.346726,-11.5904255,-13.538594,-25.874292
-127.055565,101.81349,-13.240998,-3.496654,-18.918116,-2.5537322,-23.54072,-16.444113,-20.430117,-7.975855,-15.813939,-12.935773,-16.584236
-91.29984,167.79916,-21.042883,8.94511,-6.0424967,3.390159,-4.994812,15.620801,10.082364,7.7648163,2.8193786,16.115276,13.907145
-157.42747,160.52312,7.5030494,14.605167,6.5279613,10.9853115,1.6176724,11.620901,7.7329736,7.886587,7.84015,11.882854,10.547294
-403.18,78.55663,-11.66291,-30.071207,-24.708115,-6.5399137,-19.778881,-8.213082,-5.5129547,-6.6608152,-6.401936,-9.320599,-0.82474047
-362.11603,72.58542,-7.371881,-21.48447,-27.239082,-11.361379,-21.027824,-10.267821,-3.7622776,-8.402334,-9.333077,-7.912671,-3.9240203
-375.49268,42.007385,-54.033413,-21.5869,-35.991814,-17.37206,6.2064977,15.476021,-4.3403583,-2.2752488,-8.179813,-7.9664245,-2.367168
-2.55E+02,3.21E+01,-8.56E+01,-3.17E+01,-5.43E+01,-1.85E+01,-3.42E-01,1.28E+01,-8.77E+00,-1.87E+00,-1.37E+01,-6.22E+00,1.99E-01
-289.92743,33.920124,-78.820335,-32.101948,-53.105354,-15.920698,0.8672644,7.043028,-14.365285,-0.3051481,-14.675411,-8.016961,-3.2776058
-369.75836,52.08574,-68.40589,-23.05538,-40.538086,-21.064672,0.64319617,13.507115,0.8457758,-1.1811575,-15.381994,-12.421336,-4.274501
-387.1608,161.10188,36.141766,8.845059,16.514189,12.454102,-1.0426897,-2.9855971,7.2744746,6.2969556,4.455912,8.330222,7.316601
-379.75125,164.0033,31.537098,2.4098902,13.221925,6.1879473,-5.630221,-3.74823,4.7819076,5.4392114,4.2942038,7.8057685,8.624351
-401.0191,187.53912,8.761707,0.9645149,7.2270327,-7.0945616,-9.81055,-8.466804,1.0669634,2.0109975,0.6688504,5.9034038,5.7420473
